Title,Author,Edition,date,Reviews 1,Ratings 1 1,Genre,BookCategory,Price
Cybersecurity ??? Attack and Defense Strategies: Infrastructure security with Red Team and Blue Team tactics,Yuri Diogenes,Paperback,"Import, 30 Jan 2018",4,1,Operating Systems Textbooks,"Computing, Internet & Digital Media",1299
Things I Want My Daughters to Know,Elizabeth Noble,Paperback,4 Sep 2008,4,2,Contemporary Fiction (Books),Romance,212
The Last Ball Six,Pradeep Kapoor,Paperback,15 Mar 2019,4.5,27,Contemporary Fiction (Books),Sports,156
Practice Makes Perfect (Berkley Sensation),Julie James,Mass Market Paperback,3 Mar 2009,5,7,Romance (Books),Romance,299
The Hunter's Friends: Selected Writings,Jim Corbett,Paperback,15 Jan 2016,4.6,3,Action & Adventure (Books),Action & Adventure,168
Schaum Piano Course Level A Red Book (John W. Schaum Piano Course),John W Schaum,Paperback,"Import, 1 Apr 1999",4.5,2,Music Books,"Arts, Film & Photography",554
Adventures of an Indian Techie,Nipun Varma,Paperback,"Import, 22 May 2019",4.9,16,Humour (Books),Humour,199
Concepts of Space in Traditional Indian Architecture,Yatin Pandya,Paperback,1 Dec 2013,4.7,3,Architecture (Books),"Arts, Film & Photography",1095
Avatar: The Last Airbender - The Search Part 1,Gene Luen Yang,Paperback,19 Mar 2013,5,1,Comics & Mangas (Books),Comics & Mangas,588
A Beautiful Game: My love affair with cricket,Mark Nicholas,Paperback,4 May 2017,4.5,2,Biographies & Autobiographies (Books),"Biographies, Diaries & True Accounts",735
Poor Economics: Rethinking Poverty & the Ways to End it,Abhijit V. Banerjee,Paperback,1 Jan 2013,4.5,50,Economics Books,"Biographies, Diaries & True Accounts",303
"My Hero Academia, Vol. 16",Kohei Horikoshi,Paperback,"Import, 4 Dec 2018",4.5,2,Mangas,Comics & Mangas,416
"Your Ad Ignored Here: Cartoons from 15 Years of Marketing, Business, and Doodling in Meetings",Tom Fishburne,Paperback,24 Oct 2017,4,3,"Crafts, Home & Lifestyle (Books)",Comics & Mangas,134
At All Costs,John Gilstrap,Paperback,14 Oct 2000,5,1,Action & Adventure (Books),Action & Adventure,573
A Caribbean Mystery (Miss Marple),Agatha Christie,Paperback,5 Oct 2017,4.4,9,Contemporary Fiction (Books),"Crime, Thriller & Mystery",185
Fairy Friends - Ladybird Readers Level 1,Ladybird,Paperback,2018,4.6,5,Language Learning & Teaching (Books),"Language, Linguistics & Writing",135
Split: A Life,"Taslima Nasrin Taslima Nasrin, Taslima Nasrin (Maharghya Chakraborty Tr)",Hardcover,26 Feb 2018,4.5,4,Healthy Living & Wellness (Books),Politics,366
"Amma, Tell Me about Diwali!",Bhakti Mathur,Paperback,4 Oct 2011,3.5,9,Comics,Comics & Mangas,228
"The Four: The Hidden DNA of Amazon, Apple, Facebook and Google",Scott Galloway,Paperback,"Import, 6 Sep 2018",4.4,37,Industries & Business Sectors (Books),"Biographies, Diaries & True Accounts",359
The People Vs Tech: How the internet is killing democracy (and how we save it),Jamie Bartlett,Paperback,7 May 2018,4.5,8,Action & Adventure (Books),Action & Adventure,270
History of Fine Arts in India & the West (CC),Tomory E.,Paperback,1989,4.6,14,"Arts History, Theory & Criticism (Books)","Arts, Film & Photography",524
Hammer and the Blade: 1 (Egil & Nix 1),Paul S. Kemp,Paperback,"Import, 21 Jun 2012",4,1,Action & Adventure (Books),Action & Adventure,591
"HBR's 10 Must Reads on AI, Analytics, and the New Machine Age",Harvard Business Review,Paperback,28 Feb 2019,5,3,Computer Science Books,"Computing, Internet & Digital Media",534
Harry Potter Talking Sorting Hat and Sticker Book (Miniature Editions),Running Press,Paperback,4 Apr 2017,4.2,6,Cinema & Broadcast (Books),Humour,499
"Mel Bay's Modern Guitar Method, Grade 1",Inc. Mel Bay Publications,Paperback,1 Dec 2015,3.8,8,Music Books,"Arts, Film & Photography",629
Body Goddess: The Complete Guide on Yoga for Women,Payal Gidwani Tiwari,Paperback,18 Jun 2015,4.1,62,Action & Adventure (Books),"Biographies, Diaries & True Accounts",175
Beyond 2020,A.P.J. Abdul Kalam,Paperback,5 May 2016,4.4,70,Public Policy,Politics,224
Elementary English Grammar & Composition with Online Support for Class 7,N.K Aggarwala,Paperback,2017,4.5,2,Grammar (Books),"Language, Linguistics & Writing",260
The ILLUSION OF LIFE: DISNEY ANIMATION (Disney Editions Deluxe),Frank Thomas,Hardcover,5 Oct 1995,5,6,Children's Mysteries & Curiosities (Books),"Arts, Film & Photography",3439
"The Complete Software Developer's Career Guide: How to Learn Programming Languages Quickly, Ace Your Programming Interview, and Land Your Software Developer Dream Job",John Sonmez,Paperback,13 Jul 2017,4.6,19,Introductory & Beginning Programming,"Computing, Internet & Digital Media",430
Before (The After Series),Anna Todd,Paperback,8 Dec 2015,3.8,6,Romance (Books),Romance,1197
The Baby-Sitters Club Graphix#01 Kristys Great Idea (The Baby-Sitters Club Graphic Novel),Raina Telgemeier,Paperback,15 Feb 2018,4.7,8,Comics & Mangas (Books),Comics & Mangas,339
Last Argument Of Kings: Book Three (The First Law),Joe Abercrombie,Hardcover,20 Sep 2018,5,1,Action & Adventure (Books),Action & Adventure,1224
The Night Circus (Vintage Magic),Erin Morgenstern,Paperback,6 Oct 2016,4.7,8,Contemporary Fiction (Books),Romance,282.36
Tarzan: The Complete Russ Manning Newspaper Strips Volume 2 (1969-1971),Russ Manning,Hardcover,31 Dec 2013,5,1,Action & Adventure (Books),Comics & Mangas,2208
The Last Lecture,Randy Pausch,Hardcover,"Deluxe Edition, 8 Apr 2008",4.5,247,Biographies & Autobiographies (Books),Humour,885
The Cat in the Hat (Dr. Seuss),Dr. Seuss,Paperback,"Import, 9 Mar 2017",4.4,137,Action & Adventure (Books),Action & Adventure,180
A Rural Manifesto: Realizing India’s Future Through Her Villages,Feroze Varun Gandhi,Hardcover,2 Dec 2018,4.4,61,Economics Books,"Language, Linguistics & Writing",592
OCA Oracle Database SQL Certified Expert Exam Guide (Exam 1Z0-047),Steve O'Hearn,Paperback,1 Jul 2017,4.7,8,Programming Languages (Books),"Computing, Internet & Digital Media",740
Princess: Stepping Out of the Shadows,Jean Sasson,Paperback,13 Sep 2018,4.8,5,Civil Rights,"Biographies, Diaries & True Accounts",368
The Case That Shook India: The Verdict That Led To The Emergency,Prashant Bhushan,Paperback,"Import, 15 Jan 2018",4.3,29,History (Books),Politics,224
Digital Photography an Introduction,Tom Ang,Paperback,"Import, 4 Jan 2018",5,1,Photography Textbooks,"Computing, Internet & Digital Media",455
The Torrents Of Spring: A Romantic Novel in Honor of the Passing of a Great Race,Ernest Hemingway,Paperback,3 Nov 1994,2,2,Contemporary Fiction (Books),Romance,212
The Oxford Companion to Politics in India: Student Edition,"Niraja Gopal Jayal, Pratap Bhanu Mehra",Paperback,"Student Edition, 7 Oct 2011",4.5,60,Government (Books),Politics,510
The Fall of a Sparrow: An Autobiography,Ali Salim,Paperback,1 Aug 1997,4.5,26,American Literature,"Biographies, Diaries & True Accounts",525
"CCNA Routing and Switching Portable Command Guide (ICND1 100-105, ICND2 200-105, and CCNA 200-125)",Scott Empson,Paperback,8 Jun 2016,4.1,12,Networks & System Administration (Books),"Computing, Internet & Digital Media",1771
The Great Movies,Roger Ebert,Paperback,11 Nov 2003,5,3,Cinema & Broadcast (Books),"Arts, Film & Photography",456
44 Charles Street,Danielle Steel,Paperback,1 Mar 2012,4.4,6,Romance (Books),Romance,242
How to Be a Bawse: A Guide to Conquering Life,Lilly Singh,Paperback,16 Aug 2017,4.7,894,Children's Humour (Books),Humour,479
18 Days: The Mahabharata,Graphic India,Paperback,5 Jul 2014,4.1,28,Literature Encyclopedias,Comics & Mangas,358
"The Third Reich in Power, 1933 - 1939: How the Nazis Won Over the Hearts and Minds of a Nation",Richard J. Evans,Paperback,25 May 2006,5,1,Political Ideologies (Books),Politics,488
The Princess and the Wizard (Julia Donaldson/Lydia Monks),Julia Donaldson,Paperback,"Import, 22 Mar 2018",3.7,31,Action & Adventure (Books),Action & Adventure,239
"The Men's Health Diet: 27 Days to Sculpted Abs, Maximum Muscle & Superhuman Sex!",Stephen Perrine,Paperback,30 Jul 2013,4.2,4,Healthy Living & Wellness (Books),Sports,748.34
The Rust Programming Language (Manga Guide),Steve Klabnik,Paperback,26 Jun 2018,5,2,Introductory & Beginning Programming,"Computing, Internet & Digital Media",2115
Laurie Baker: Truth in Architecture,Atul Deulgaonkar,Paperback,"Import, 1 May 2015",4.5,11,"Arts History, Theory & Criticism (Books)","Arts, Film & Photography",350
Avatar: The Last Airbender - The Promise Part 2,Gene Luen Yang,Paperback,29 May 2012,4,1,Comics & Mangas (Books),Comics & Mangas,627
Curtain: Poirot’s Last Case,Agatha Christie,Paperback,5 Oct 2017,4.5,30,"Crime, Thriller & Mystery (Books)","Crime, Thriller & Mystery",227
The Tenant of Wildfell Hall (Vintage Classics Bronte Series) (Vintage Classics Brontë Series),Anne Bronte,Paperback,5 Nov 2015,4.1,10,Historical Fiction (Books),"Crime, Thriller & Mystery",113
4.50 from Paddington (Miss Marple),Agatha Christie,Paperback,5 Oct 2017,3.8,27,Contemporary Fiction (Books),"Crime, Thriller & Mystery",278
The Advancing Guitarist (Reference),Mick Goodrick,Sheet music,1 Nov 1987,4,1,Music Books,Humour,970
"Imran Khan: The Cricketer, the Celebrity, the Politician",Christopher Sandford,Paperback,10 Sep 2018,5,1,Biographies & Autobiographies (Books),Sports,373
Easy Learning French Conversation (Collins Easy Learning French),Collins Dictionaries,Paperback,7 May 2015,4,1,French,"Language, Linguistics & Writing",659
Life is What You Make It,Preeti Shenoy,Paperback,1 Jan 2011,4,"3,135",Indian Writing (Books),Romance,80
The Best of Ogden Nash,"Ogden Nash, Linell Nash Smith",Hardcover,28 Oct 2007,1,2,American Literature,Humour,1852
India Calling : An Intimate Portrait Of A Nation Remaking,Anand Giridharadas,Hardcover,3 Feb 2011,3.3,3,Society & Culture (Books),"Biographies, Diaries & True Accounts",399
The Player of Games (Culture),Iain M. Banks,Paperback,26 Mar 2008,5,3,Action & Adventure (Books),Action & Adventure,773
The Elements of Eloquence: How to Turn the Perfect English Phrase,Mark Forsyth,Paperback,3 Nov 2016,4.8,8,Writing Guides (Books),"Language, Linguistics & Writing",479
Stalking Jack the Ripper,Kerri Maniscalco,Paperback,5 Sep 2017,4.2,6,"Crime, Thriller & Mystery (Books)","Crime, Thriller & Mystery",440
The Fall of the Kingdom of Punjab,Khushwant Singh,Paperback,24 May 2017,3.9,11,History (Books),"Biographies, Diaries & True Accounts",209
Shakespeare's Words: A Glossary and Language Companion,David Crystal,Paperback,31 Dec 2002,5,2,Dictionaries,"Language, Linguistics & Writing",899
Yes Please,Amy Poehler,Paperback,18 Jun 2015,4.2,26,Theatre & Spectacles (Books),Humour,341
Developing Speed (Sport Performance Series),Ian Jeffreys,Paperback,12 Jun 2013,5,2,Sports Training & Coaching (Books),Sports,1194
Never Split the Difference: Negotiating as if Your Life Depended on It,Chris Voss,Paperback,23 Mar 2017,4.6,84,Business Communication,Action & Adventure,235
Cambridge Preparation for the Toefl Test Book with 1 CD-ROM and 8 Audio CD,Gear,Paperback,29 Mar 2007,4.3,38,Language Learning & Teaching (Books),"Language, Linguistics & Writing",800
The Inimitable Jeeves: (Jeeves & Wooster),P.G. Wodehouse,Paperback,1 May 2008,4.8,10,Contemporary Fiction (Books),Humour,214
Intervention in Sri Lanka: The IPKF Experience,Harkirat Singh,Paperback,1 Jan 2007,3.5,2,Politics (Books),Politics,490
The Complete Sherlock Holmes: 2 Boxes sets,Sir Arthur Conan Doyle,Mass Market Paperback,1 Oct 1986,4.4,958,Short Stories (Books),"Biographies, Diaries & True Accounts",488
I'm So Hacked,Gautam Mayekar,Paperback,6 May 2019,4.7,20,"Crime, Thriller & Mystery (Books)","Crime, Thriller & Mystery",166.42
PHP: The Complete Reference,Steven Holzner,Paperback,1 Jul 2017,4.5,49,Computer Science Books,"Computing, Internet & Digital Media",423
The Moscow Puzzles: 359 Mathematical Recreations (Dover Recreational Math),"Boris Kordemsky, Martin Gardner, Albert Parry",Paperback,10 Apr 1992,4.4,9,Games & Quizzes (Books),Humour,273
Avatar: The Last Airbender - The Promise Part 2,Gene Luen Yang,Paperback,29 May 2012,4,1,Comics & Mangas (Books),"Arts, Film & Photography",682
Out of My Comfort Zone: The Autobiography,Steve Waugh,Paperback,"Illustrated, 26 Apr 2007",4,1,Biographies & Autobiographies (Books),Sports,375
Not Out!: The Incredible Story of the Indian Premier League,Desh Gaurav Sekhri,Hardcover,5 Apr 2016,4.2,9,Cricket (Books),Sports,245
Into the Water,Paula Hawkins,Paperback,2 May 2017,3.5,80,Contemporary Fiction (Books),"Crime, Thriller & Mystery",378
"Feck Perfuction: Dangerous Ideas on the Business of Life (Business Books, Graphic Design Books, Books on Success)",James Victore,Paperback,5 Mar 2019,4,1,Design,"Arts, Film & Photography",982
AMD Ahmedabad,Riyaz Tayyibji,Paperback,26 Jul 2017,4.5,2,Architecture (Books),"Arts, Film & Photography",542
The Nine Waves: The Extraordinary Story of Indian Cricket,Mihir Bose,Hardcover,15 May 2019,4,2,Biographies & Autobiographies (Books),Sports,799
"Ramona Quimby, Age 8",Beverly Cleary,Paperback,26 Jan 2016,5,1,Romance (Books),Romance,415
Phantom Self: (And How to Find the Real One),David Icke,Paperback,1 Feb 2016,5,3,"Mind, Body & Spirit (Books)",Politics,1344
The Kingdom: A FARGO Adventures,Clive Cussler,Paperback,7 Jun 2012,4,1,Action & Adventure (Books),Action & Adventure,180
The Pilgrim's Progress (Moody Classics),John Bunyan,Paperback,1 Jun 1960,4.7,8,Religious & Spiritual Fiction (Books),Comics & Mangas,499
My Own Words,Ruth Bader Ginsburg,Paperback,7 Aug 2018,4,1,Government (Books),"Biographies, Diaries & True Accounts",993
Legacy Of His Revenge (Modern),Cathy Williams,Paperback,"Import, 13 Nov 2017",4,1,Romance (Books),Romance,131
The Light Between Oceans: A Novel,M.L. Stedman,Mass Market Paperback,23 Aug 2016,4.8,10,Historical Fiction (Books),"Crime, Thriller & Mystery",647
Why Men Don't Listen and Women Can't Read Maps,"Allan Pease, Barbara Pease",Paperback,1 Sep 2001,4.4,27,Gender Studies,Humour,339
The Image of the City (Harvard-MIT Joint Center for Urban Studies Series),John R Lynch,Paperback,1 Jan 1960,5,2,Sociology (Books),"Arts, Film & Photography",1400
IELTS 5 Practice Tests General Set 2 Tests No 6-10: Volume 4 (High Scorer's Choice),Simone Braverman,Paperback,26 May 2017,4.5,24,Language Learning & Teaching (Books),"Language, Linguistics & Writing",979
Dynamic Programming for Coding Interviews: A Bottom-Up Approach to Problem Solving,Kamal Rawat,Paperback,"Import, 16 Jan 2017",3.7,25,Algorithms,"Computing, Internet & Digital Media",399
Advance excel 2016 training guide,Ritu Arora,Paperback,1 Nov 2017,2.2,6,Software & Business Applications (Books),"Computing, Internet & Digital Media",140
Wit and Wisdom from Poor Richard's Almanack (Dover Thrift Editions),Benjamin Franklin,Paperback,14 May 1999,4.5,4,American Literature,Humour,125
Creating Characters with Personality,Tom Bancroft,Paperback,1 Feb 2006,5,4,Design,"Computing, Internet & Digital Media",1054
Tinker Tailor Soldier Spy (Penguin Modern Classics),John le Carré,Paperback,"Import, 27 Sep 2018",4.8,21,Cold War,"Crime, Thriller & Mystery",724
Assassin's Creed: Forsaken,Oliver Bowden,Paperback,1 Nov 2012,4.8,12,Action & Adventure (Books),Action & Adventure,262
"One, Two, Buckle My Shoe (Poirot)",Agatha Christie,Paperback,30 Oct 2017,3.9,16,"Crime, Thriller & Mystery (Books)","Crime, Thriller & Mystery",185
The Indispensable Calvin And Hobbes: Calvin & Hobbes Series: Book Eleven,Bill Watterson,Paperback,5 Nov 1992,4.9,12,Comics & Graphic Novels (Books),Humour,689
Madhubani Art: Indian Art Series,Bharti Dayal,Paperback,"Illustrated, Import",5,4,Painting Books,"Arts, Film & Photography",805
Shall We Tell the President? (Kane and Abel series),Jeffrey Archer,Paperback,29 Aug 2013,3.7,28,Contemporary Fiction (Books),"Crime, Thriller & Mystery",339
Data Structures,R. S. Salaria,Paperback,2017,3.8,5,Algorithms,"Computing, Internet & Digital Media",364
Designing Brand Identity: An Essential Guide for the Whole Branding Team,Alina Wheeler,Hardcover,8 Dec 2017,5,1,Design,"Arts, Film & Photography",2721
"Rig it Right! Maya Animation Rigging Concepts, 2nd edition",Tina O'Hailey,Paperback,"Import, 24 Sep 2018",4,1,Graphics & Visualization,"Computing, Internet & Digital Media",1054
The Book Thief: Film tie-in,Markus Zusak,Paperback,17 Dec 2013,4.5,351,Action & Adventure (Books),Action & Adventure,304
"Scam School Academy: Advanced Lessons in Scoring Free Drinks, Doing Magic, and Becoming the Life of the Party",Brian Brushwood,Paperback,8 Sep 2015,5,1,Theatre & Spectacles (Books),"Arts, Film & Photography",779
"The Long Way to a Small, Angry Planet: Wayfarers 1",Becky Chambers,Paperback,31 Dec 2015,4.6,10,Action & Adventure (Books),Action & Adventure,410
Runner's World Run to Lose: A Complete Guide to Weight Loss for Runners,"Jennifer Van Allen, Pamela Nisevich Bede",Paperback,22 Dec 2015,5,1,Healthy Living & Wellness (Books),Sports,407
The Wild Wisdom Quiz Book,WWF India,Paperback,"Illustrated, 15 Jun 2014",4.4,81,Games & Quizzes (Books),"Biographies, Diaries & True Accounts",159
Difficult Conversations: How to Discuss What Matters Most,Douglas Stone,Paperback,2 Nov 2010,4.9,11,Communications,"Language, Linguistics & Writing",597.07
The Field of Swords (Emperor Series),Conn Iggulden,Paperback,1 Sep 2011,4.8,5,Action & Adventure (Books),Action & Adventure,483
The Right Way to Teach Chess to Kids,Richard James,Paperback,20 Jun 2013,3.8,8,Games & Quizzes (Books),Sports,321
"Mud, Sweat and Tears",Bear Grylls,Paperback,"International Edition, 26 Apr 2012",4.6,53,Biographies & Autobiographies (Books),"Biographies, Diaries & True Accounts",369
Shivering Sands,Victoria Holt,Paperback,3 Sep 2013,3.8,2,Romance (Books),Romance,1274
North: Finding My Way While Running the Appalachian Trail,Scott Jurek,Paperback,"Import, 12 Apr 2018",5,1,Marathon & Running (Books),Sports,859
Alive: The Story of the Andes Survivors (Avon Nonfiction),Piers Paul Read,Mass Market Paperback,3 Dec 2002,4.4,11,Film & Television,Sports,460
"The Brontë Sisters Boxed Set: Jane Eyre, Wuthering Heights, The Tenant of Wildfell Hall, Villette (Penguin Clothbound Classics)",Charlotte Bronte,Hardcover,22 Nov 2016,4.7,9,Anthologies (Books),Humour,1924.23
A to Z Mysteries: The Invisible Island (A Stepping Stone Book(TM)),Ron Roy,Paperback,12 Oct 1999,4.7,5,Action & Adventure (Books),Action & Adventure,159
Hannibal: Enemy of Rome (Hannibal 1),Ben Kane,Paperback,19 Jan 2012,4,1,Action & Adventure (Books),Action & Adventure,344.7
